Ticker,Name,Country,Financial Currency,Sector Key,Industry Key,Market Cap,Current Asset,Non Current Asset,Total Liabilities,Net Income,ROIC,Final Value,Margin
XRAY,DENTSPLY SIRONA Inc.,United States,USD,healthcare,medical-instruments-supplies,5871804928,1973000000.0,5397000000.0,4076000000.0,"[-132000000.0, -950000000.0]","[-0.013103466483618025, -0.15490342212211924]",-2314634022.2683406,-2.5368178604087195
ROST,"Ross Stores, Inc.",United States,USD,consumer-cyclical,apparel-retail,44371177472,7398138000.0,6901971000.0,9428783000.0,"[1874520000.0, 1512041000.0]","[0.26332405785494317, 0.2332540517555849]",64361217559.66855,1.4505185849594158
KMI,"Kinder Morgan, Inc.",United States,USD,energy,oil-gas-midstream,43721785344,2542000000.0,68478000000.0,39291000000.0,"[2391000000.0, 2548000000.0]","[0.05287698704340405, 0.0507660370997933]",-21470764041.64003,-2.0363404515650547
CTRA,Coterra Energy Inc.,United States,USD,energy,oil-gas-e-p,20979929088,2015000000.0,18400000000.0,7376000000.0,"[1625000000.0, 4065000000.0]","[0.11147961391966758, 0.2799100640924358]",32061264213.392967,1.528187444243137
VFC,V.F. Corporation,United States,USD,consumer-cyclical,apparel-manufacturing,4961292288,5152709000.0,8837779000.0,11079775000.0,"[118584000.0, 1386941000.0]","[0.0623929900946283, 0.14805231430917654]",-4683705636.344904,-1.0592664597666135
FFIV,"F5, Inc.",United States,USD,technology,software-infrastructure,10206003200,1848773000.0,3399560000.0,2448101000.0,"[394948000.0, 322160000.0]","[0.15612308147303197, 0.12209367245551281]",5001645577.759897,0.4900689799666041
SHW,The Sherwin-Williams Company,United States,USD,basic-materials,specialty-chemicals,79208701952,5512900000.0,17441500000.0,19238600000.0,"[2388800000.0, 2020100000.0]","[0.19971645793598006, 0.17019784386954964]",36540887216.43209,0.46132415146224276
LVS,Las Vegas Sands Corp.,United States,USD,consumer-cyclical,resorts-casinos,35039559680,5777000000.0,16001000000.0,17674000000.0,"[1221000000.0, 1832000000.0]","[0.11519641239734656, -0.03832298889579611]",-5032812384.858036,-6.962222511099703
CAT,Caterpillar Inc.,United States,USD,industrials,farm-heavy-construction-machinery,174234910720,46949000000.0,40527000000.0,67973000000.0,"[10335000000.0, 6705000000.0]","[0.18580091825137177, 0.1325815429686489]",153531886645.88278,0.8811775206899408
MKC,"McCormick & Company, Incorporated",United States,USD,consumer-defensive,packaged-foods,19871389696,2001600000.0,10860700000.0,7778800000.0,"[680600000.0, 682000000.0]","[0.08307687395021524, 0.077554859323689]",-95574036.92958641,-207.91619078139522
PAYX,"Paychex, Inc.",United States,USD,industrials,staffing-employment-services,45229350912,7528100000.0,3018300000.0,7053200000.0,"[1557300000.0, 1392800000.0]","[0.36851496404568806, 0.3650782303685382]",137085475549.23889,3.0308963711630037
URI,"United Rentals, Inc.",United States,USD,industrials,rental-leasing-services,46064721920,2933000000.0,22656000000.0,17459000000.0,"[2424000000.0, 2105000000.0]","[0.14776896803232376, 0.13234081233518719]",20136779295.20939,0.437141014987145
ABNB,"Airbnb, Inc.",United States,USD,consumer-cyclical,travel-services,92471386112,16509000000.0,4136000000.0,12480000000.0,"[4792000000.0, 1893000000.0]","[0.4904704497563978, 0.2538547275684744]",441194318669.9764,4.771144212498429
LRCX,Lam Research Corporation,United States,USD,technology,semiconductor-equipment-materials,119244947456,13228412000.0,5553231000.0,10571471000.0,"[4510931000.0, 4605286000.0]","[0.3548779871218295, 0.4242688092418215]",469482092601.80194,3.9371235647114977
HOLX,"Hologic, Inc.",United States,USD,healthcare,medical-instruments-supplies,17507940352,4184500000.0,4954800000.0,4122400000.0,"[456000000.0, 1302000000.0]","[0.06776328453172538, 0.17922523237166482]",5695188369.780972,0.3252917393638703
ICE,"Intercontinental Exchange, Inc.",United States,USD,financial-services,financial-data-stock-exchanges,79384166400,84973000000.0,51111000000.0,110298000000.0,"[2368000000.0, 1446000000.0]","[0.06452897902593477, 0.049191254310116866]",-9453062802.390106,-8.397719137116974
FLT,"Corpay, Inc.",United States,USD,technology,software-infrastructure,21790322688,7084265000.0,8391987000.0,12193893000.0,"[981890000.0, 954327000.0]","[0.12395714032438471, 0.11249403317337779]",6462953264.477959,0.29659740963988235
CSGP,"CoStar Group, Inc.",United States,USD,real-estate,real-estate-services,35729928192,5476100000.0,3443600000.0,1581100000.0,"[374700000.0, 369500000.0]","[0.02533370973998777, 0.0435842722983084]",5922167467.389405,0.16574809318299694
MTCH,"Match Group, Inc.",United States,USD,communication-services,internet-content-information,8291497984,1271311000.0,3236575000.0,4526959000.0,"[651539000.0, 361946000.0]","[0.20550070159691577, 0.14435438945782364]",9337213373.422613,1.126118994594284
PWR,"Quanta Services, Inc.",United States,USD,industrials,engineering-construction,38704988160,7676897000.0,8560328000.0,9953870000.0,"[744689000.0, 491189000.0]","[0.08550789997749726, 0.06606107338485329]",3683776346.358448,0.09517575179535846
LMT,Lockheed Martin Corporation,United States,USD,industrials,aerospace-defense,111859097600,20521000000.0,31935000000.0,45621000000.0,"[6920000000.0, 5732000000.0]","[0.3170639374584856, 0.2525525421168303]",301911009759.984,2.6990295491171925
ZBRA,Zebra Technologies Corporation,United States,USD,technology,communication-equipment,16345713664,1672000000.0,5634000000.0,4270000000.0,"[296000000.0, 463000000.0]","[0.07874205926047448, 0.16750049473111364]",1046445060.8014946,0.06401953945309821
HPE,Hewlett Packard Enterprise Company,United States,USD,technology,communication-equipment,23214964736,18948000000.0,38205000000.0,35915000000.0,"[2025000000.0, 868000000.0]","[0.06460503899648483, 0.03261106452481769]",-4417394979.739597,-5.25535181763812
STZ,"Constellation Brands, Inc.",United States,USD,consumer-defensive,beverages-wineries-distilleries,46737559552,3729500000.0,21962200000.0,15627100000.0,"[1727400000.0, -71000000.0]","[0.0976358480584302, -0.00376124009930132]",-1361671608.0057812,-34.323664587858225
WBA,"Walgreens Boots Alliance, Inc.",United States,USD,healthcare,pharmaceutical-retailers,15684122624,15503000000.0,81125000000.0,68138000000.0,"[-3080000000.0, 4337000000.0]","[-0.10933376629431497, 0.11956728802019752]",-65131517921.15974,-0.24080695682519304
CHD,"Church & Dwight Co., Inc.",United States,USD,consumer-defensive,household-personal-products,26014801920,1529700000.0,7039500000.0,4713800000.0,"[755600000.0, 413900000.0]","[0.1345098295928404, 0.078652758542487]",4836342743.611881,0.18590734453733182
TYL,"Tyler Technologies, Inc.",United States,USD,technology,software-application,20766586880,860585000.0,3816078000.0,1738668000.0,"[165919000.0, 164240000.0]","[0.051812452337447475, 0.052352654774081644]",184755942.24907637,0.008896789025403695
NRG,"NRG Energy, Inc.",United States,USD,utilities,utilities-independent-power-producers,17157575680,9727000000.0,16311000000.0,23132000000.0,"[-202000000.0, 1221000000.0]","[0.03309662469139278, 0.12869029822971287]",-15100326751.44001,-1.1362387028058054
AZN,AstraZeneca PLC,United Kingdom,USD,healthcare,drug-manufacturers-general,239305867264,25054000000.0,76065000000.0,61953000000.0,"[5955000000.0, 3288000000.0]","[0.1100583280359876, 0.077227257177232]",19297577402.375336,0.08063980053228878
ENPH,"Enphase Energy, Inc.",United States,USD,technology,solar,15554722816,2443518000.0,939494000.0,2399388000.0,"[438936000.0, 397362000.0]","[0.1960587852045801, 0.19171628954224829]",10000672172.040483,0.6429347723093803
NEM,Newmont Corporation,United States,USD,basic-materials,gold,50438344704,7512000000.0,47994000000.0,26301000000.0,"[-2494000000.0, -429000000.0]","[-0.05939332655389963, 0.07005801718882138]",-28929658422.452835,-1.7434822066496949
TFX,Teleflex Incorporated,United States,USD,healthcare,medical-instruments-supplies,10251409408,1407406000.0,6125140000.0,3091558000.0,"[356328000.0, 363139000.0]","[0.0683607580504512, 0.07100025851129625]",1010259480.4312325,0.09854834981449923
CMCSA,Comcast Corporation,United States,USD,communication-services,telecom-services,154080952320,23987000000.0,240789000000.0,181344000000.0,"[15388000000.0, 5370000000.0]","[0.10079399988134177, 0.03864430771273311]",-40956982086.97528,-3.7620191837571753
CL,Colgate-Palmolive Company,United States,USD,consumer-defensive,household-personal-products,77228113920,5279000000.0,11114000000.0,15436000000.0,"[2300000000.0, 1785000000.0]","[0.2907533996979648, 0.2280453916508299]",78852382906.40225,1.0210320944531266
MU,"Micron Technology, Inc.",United States,USD,technology,semiconductors,138742382592,21244000000.0,43010000000.0,20134000000.0,"[-5833000000.0, 8687000000.0]","[-0.09675910452562235, 0.15832182180811524]",-29343042146.154842,-4.728288972252354
MMC,"Marsh & McLennan Companies, Inc.",United States,USD,financial-services,insurance-brokers,103457259520,21748000000.0,26282000000.0,35660000000.0,"[3756000000.0, 3050000000.0]","[0.16524665021687646, 0.1563334005821829]",50406425997.031845,0.4872198068158518
BIO,"Bio-Rad Laboratories, Inc.",United States,USD,healthcare,medical-devices,8311194624,3048330000.0,9250750000.0,3557937000.0,"[-637324000.0, -3627535000.0]","[-0.06038391405381301, -0.3327481707894504]",-784988814.0125084,-10.58765994577289
HSIC,"Henry Schein, Inc.",United States,USD,healthcare,medical-distribution,9552604160,4488000000.0,6085000000.0,5420000000.0,"[416000000.0, 538000000.0]","[0.08154145977024206, 0.1257339657922816]",3367637122.809515,0.35253602749614144
TSCO,Tractor Supply Company,United States,USD,consumer-cyclical,specialty-retail,30798084096,3263939000.0,5924212000.0,7038389000.0,"[1107226000.0, 1088712000.0]","[0.29472743013846325, 0.34693751230020764]",65215653137.506485,2.117523055467485
AAPL,Apple Inc.,United States,USD,technology,consumer-electronics,2911485558784,143566000000.0,209017000000.0,290437000000.0,"[96995000000.0, 99803000000.0]","[0.5792690515580735, 0.5989132500572769]",38251304373234.73,13.13807113273494
MPC,Marathon Petroleum Corporation,United States,USD,energy,oil-gas-refining-marketing,63303127040,32131000000.0,53856000000.0,54588000000.0,"[9681000000.0, 14516000000.0]","[0.23569299395753768, 0.3107748062146469]",395445819527.0547,6.246860747924511
FE,FirstEnergy Corp.,United States,USD,utilities,utilities-regulated-electric,23043661824,2568000000.0,46199000000.0,37851000000.0,"[1102000000.0, 406000000.0]","[0.05762013100098462, 0.02295237849805783]",-28976573404.366962,-0.7952514433789872
AME,"AMETEK, Inc.",United States,USD,industrials,specialty-industrial-machinery,38609195008,2824668000.0,12198865000.0,6293342000.0,"[1313188000.0, 1159542000.0]","[0.11458864269054553, 0.1244287684616062]",12187109429.15152,0.3156530310105221
PG,The Procter & Gamble Company,United States,USD,consumer-defensive,household-personal-products,395653873664,22648000000.0,98181000000.0,73764000000.0,"[14653000000.0, 14742000000.0]","[0.1904684451680883, 0.19619473425586378]",279718712843.5906,0.7069783249010606
PSX,Phillips 66,United States,USD,energy,oil-gas-refining-marketing,62354862080,19941000000.0,55560000000.0,43851000000.0,"[7015000000.0, 11024000000.0]","[0.15912302393704142, 0.25470305636694934]",153452017604.84528,2.460947109592986
FIS,"Fidelity National Information Services, Inc.",United States,USD,technology,information-technology-services,43587829760,13788000000.0,41317000000.0,36006000000.0,"[-6654000000.0, -16720000000.0]","[0.02751198237762568, 0.017144255364638778]",-54211297622.26229,-0.8040359052778017
PAYC,"Paycom Software, Inc.",United States,USD,technology,software-application,10592290816,2813426000.0,1384113000.0,2894503000.0,"[340788000.0, 281389000.0]","[0.2626006765699768, 0.23375626918485679]",11978284754.623112,1.130849309436399
BWA,BorgWarner Inc.,United States,USD,consumer-cyclical,auto-parts,8450511360,6217000000.0,8236000000.0,8387000000.0,"[625000000.0, 944000000.0]","[0.07844623257947672, 0.06773771940320489]",2708908129.301594,0.32056144461553554
REGN,"Regeneron Pharmaceuticals, Inc.",United States,USD,healthcare,biotechnology,108234604544,19479200000.0,13601000000.0,7107100000.0,"[3953600000.0, 4338400000.0]","[0.14388069781554425, 0.1781848939229056]",80215991575.5408,0.7411307309108432
GIS,"General Mills, Inc.",United States,USD,consumer-defensive,packaged-foods,40218468352,5176400000.0,26275300000.0,20751700000.0,"[2593900000.0, 2707300000.0]","[0.12850919229837132, 0.1325041979863827]",18524965822.049126,0.46060843640078375
OKE,"ONEOK, Inc.",United States,USD,energy,oil-gas-midstream,48226746368,3108000000.0,41158000000.0,27782000000.0,"[2659000000.0, 1722000000.0]","[0.08695648817249356, 0.11132812991962882]",1709398651.0449142,0.03544503371637684
AEE,Ameren Corporation,United States,USD,utilities,utilities-regulated-electric,19930914816,2181000000.0,38649000000.0,29352000000.0,"[1152000000.0, 1074000000.0]","[0.05908106211002071, 0.058463610698011766]",-19308666114.068474,-1.0322263950422836
BIDU,"Baidu, Inc.",China,CNY,communication-services,internet-content-information,39877025792,230255000000.0,176504000000.0,144151000000.0,"[20315000000.0, 7559000000.0]","[0.07600343395053748, 0.03158833226849948]",218372049972.52625,5.4761368390802945
PXD,Pioneer Natural Resources Company,United States,USD,energy,oil-gas-e-p,63003455488,2605000000.0,34008000000.0,13442000000.0,"[4894000000.0, 7845000000.0]","[0.17872045553228827, 0.2898084930240891]",143980269142.6889,2.285275752376982
NEE,"NextEra Energy, Inc.",United States,USD,utilities,utilities-regulated-electric,156329181184,15361000000.0,162128000000.0,119721000000.0,"[7310000000.0, 4147000000.0]","[0.07579753926031182, 0.03590901855071203]",-55828216135.39598,-2.800182273509628
MRVL,"Marvell Technology, Inc.",United States,USD,technology,semiconductors,62244962304,3062700000.0,18165800000.0,6397100000.0,"[-933400000.0, -163500000.0]","[-0.03542363772988792, -0.024405642900551576]",-5990475699.883417,-10.39065433571684
HLT,Hilton Worldwide Holdings Inc.,United States,USD,consumer-cyclical,lodging,51056893952,2614000000.0,12787000000.0,17748000000.0,"[1141000000.0, 1255000000.0]","[0.21454661526309746, 0.20377228258286734]",14255658032.244827,0.27921122749156985
ITW,Illinois Tool Works Inc.,United States,USD,industrials,specialty-industrial-machinery,74779041792,6235000000.0,9283000000.0,12505000000.0,"[2957000000.0, 3034000000.0]","[0.28299433635582844, 0.29437910351713625]",137741775182.6406,1.8419836879666525
PEG,Public Service Enterprise Group Incorporated,United States,USD,utilities,utilities-regulated-electric,37126885376,3373000000.0,47368000000.0,35264000000.0,"[2563000000.0, 1031000000.0]","[0.08779973298191435, 0.047362993357970666]",-12887587681.413391,-2.880825046066982
HWM,Howmet Aerospace Inc.,United States,USD,industrials,aerospace-defense,33850617856,3316000000.0,7112000000.0,6391000000.0,"[765000000.0, 469000000.0]","[0.12175418234211158, 0.08383878735564268]",4771722876.244434,0.1409641294154
LNT,Alliant Energy Corporation,United States,USD,utilities,utilities-regulated-electric,13324017664,1272000000.0,19965000000.0,14460000000.0,"[703000000.0, 686000000.0]","[0.0672215929510356, 0.06675344337358295]",-8004514794.525868,-1.6645628131154229
FAST,Fastenal Company,United States,USD,industrials,industrial-distribution,38028570624,3020900000.0,1442000000.0,1114100000.0,"[1155000000.0, 1086900000.0]","[0.32232204472582865, 0.2952217526849909]",67565873073.09988,1.7767134542379763
